Facility_Name,Latitude,Longitude,Type
Elite Plastic & Cosmetic Surgery Group FZ-LLC,25.232528326577352,55.32035936842132,Plastic Surgery
SEJOVI DENTAL & IMPLANT CENTER DMCC,25.079063677445244,55.15061368433629,General Dentistry
The Apple International School branch,25.270787007105348,55.37792482156994,General Practice
five cosmetic poly clinic,25.213105590106185,55.24922330868919,General Practice
GARNET MEDICAL CLINIC,25.27028959067068,55.325299091377005,General Dentistry
DR SUZAN NOORI MEDICAL CENTER,25.236348033881377,55.42106979302835,Neurology
Divine Clinic LLC ,25.23396133401689,55.26468151508222,Plastic Surgery
ACER DENTAL CLINIC LLC,25.0460610630342,55.23369038055456,Endodontics
Kaile Clinique LLC,25.229010924290296,55.26231236089047,Dermatology
Dr Georges Kamal Ziade Clinic FZE,25.111590365126425,55.14051498003829,Otolaryngology-Plastic Surgery (Head & Neck)
SUNDARI POLYCLINIC L.L.C,25.111346509157286,55.21745127796942,General Practice
NUCLEUS CLINIC FZE,25.13187282850478,55.15282712124309,General Practice
PEARL WISDOM SCHOOL CLINIC LLC ,25.27691795445285,55.34470109259113,Nursing
A Line Dental Lab LLC,25.041034763109916,55.11683091052063,Dental Lab - Dental Clinical Support
Smile Point Medical Centre LLC,25.18399264685739,55.41798928242742,General Dentistry
Little Nest Nursery,25.244793793197204,55.28467737764648,Nursing
Horizon Kids Nursery,25.15533453018445,55.22547270326325,Nursing
Sandcastle Nursery,25.216093487129747,55.26073585269531,Nursing
Jebel Ali Village Nursery Branch 3,25.03457019036988,55.14732500711841,Nursing
Adam Vital Physiotherapy And Rehabilitation L.L.C ,25.20171916753541,55.37497803494499,Physiotherapy
Mirdif Physiotherapy And Rehabilitation Center,25.22472703625652,55.42453439383989,Physiotherapy
Jss Private School,25.19167096822075,55.25315467273374,General Practice
Derma Zone Laser And Cosmetic LLC,25.181126114935783,55.22459166129606,Endodontics
Vitalite Medical Center,25.027327755257488,55.26759857175659,General Dentistry
Dr Kayle Aesthetic Clinic,25.14495559154657,55.20802093414334,Plastic Surgery
Bionix Medspa,25.179534757147653,55.2338298973934,General Practice
Unique Smile Clinic,25.21415042634272,55.25865944221624,General Dentistry
TISHAAN  DENTAL POLY CLINIC L.L.C,25.262222494953555,55.32632709485974,Orthodontics
KAYLA MEDICAL & AESTHETIC CENTRE L.L.C,25.18990291278753,55.406958226143765,General Dentistry
Al Mariffa Medical Center,25.25699741229748,55.33334715403605,Orthodontics
Australia Medical Center L.L.C,25.146940173289128,55.210336143014125,General Dentistry
My Dental Clinic LLC,25.143486602481172,55.19986485078709,General Dentistry
Royal Palace Medical Centre,25.167367514246298,55.21423204807119,Dermatology
Nmc Royal Hospital Pharmacy,25.002951370575467,55.15386004937361,Pharmacy
American Hospital Pharmacy 2,25.23537311092421,55.31276436078312,Pharmacy
Scandinavian Physiotherapy Center JLT,25.070021322460875,55.14237678903055,Physiotherapy
Kinderville Early Learning Centre Branch,25.004341205806472,55.15485110307887,Nursing
Dr Nadia Atra Dental Clinic L L C,25.25304298572168,55.33435209846546,General Dentistry
Chubby Cheeks Nursery (Branch),25.16884960092353,55.40245604734503,Nursing
Tappy Toes Nursery,25.24629190388945,55.31115373096921,Nursing
Mint Dental Care LLC,25.0997400563444,55.17741705296112,Orthodontics
Clover Medical Center L Lc Branch,25.258109386612023,55.30694355904537,General Dentistry
ARCADIA SCHOOL BR OF ARCADIA EDUCATION DMCC,25.045736913241548,55.18269162498877,General Practice
Clarion School L.L.C.,25.16726458447535,55.25882268329641,Nursing
Blossom Nursery Branch,25.074539461464397,55.13433675474965,Nursing
Creative Nest Early Childhood Center L.L.C,25.170577,55.150404,Nursing
Doctor Mulhams Poly Clinic LLC,25.2407827499702,55.27212615187605,Plastic Surgery
Dr Dina Pediatric Dentistry Clinic,25.22811925100113,55.26695519230821,Pediatric Dentistry
Beyond Nutrition Health And Wellness Services Dmcc,25.07250930650632,55.14263014314243,Clinical Dietetics and Nutrition
Alchimie Polyclinic L.L.C,25.125299047947063,55.2019800613381,General Dentistry
Primecorp Medical Center Alqouz L L C Branch,25.155225530188275,55.22860039133725,General Practice
Amity School LLC,25.27842006182789,55.3668578714648,Nursing
Al Rawi Medical Center LLC,25.20360727524896,55.26309140469118,Implantology
Q Enrichment Group Dmcc,25.06501822762966,55.13839904759953,Speech Therapy
Gardynia Laser Cosmetic Center LLC,25.124929410566548,55.20202907503103,General Dentistry
Confident Dental Surgery Clinic LLC,25.11142327565511,55.14179337469007,General Dentistry
British Orchard Nursery Branch,25.2143123288602,55.4288489750728,Nursing
Franklin Chiropractic And Physiotherapy Center,25.069389085347137,55.142924275465,Chiropractor
Anatomy Physical Medicine And Rehabilitation Center,25.206647488739303,55.275421169017626,Physiotherapy
Dubai International Academy Albarsha,25.11410714129462,55.20724531268255,Nursing
Brighton College Dubai Clinic LLC,25.080230007922484,55.23185922056204,Nursing
Estelaza Clinic LLC,25.116679957836773,55.39427140576626,Family Medicine
Magic Style Dental Clinic,25.190258743766083,55.28452904496142,General Dentistry
Life Maral Dental And Dermatology Center LLC,25.19350993589949,55.26032939482328,General Dentistry
Mahboubi Poly Dental Clinic,25.23694481237347,55.27157994199036,Orthodontics
ARKADIA MEDICAL CENTRE LLC,25.2308,55.2628,Ophthalmology
DENTAL STUDIO PLUS L.L.C,25.095534699723853,55.175691176110426,General Dentistry
Dr. Leila Soudah Medical Clinic,25.1843,55.2278,Obstetrics and Gynecology
Orthosports Medical Center,25.18743827091804,55.25458497532399,Orthopedic Surgery
Lakeshore Medical Center,25.2745332475987,55.36762070847244,Orthodontics
Best Care Poly Clinic,25.2376,55.2761,General Dentistry
Adab Iranian Pvt. School,25.27658403524197,55.36827317324642,Nursing
New Academy School,25.250964296193125,55.284304365113776,General Practice
Deira Pvt School,25.24272472134348,55.39792179135177,General Practice
Hilton Dubai Jumeirah(Branch-Golden Sands Hotel LLC) - Company Clinic,25.078675059799505,55.13401862166444,Nursing
Dr. Fouad Abdou Psychiatry Clinic,25.2559,55.2959,Psychiatry
Dubai Podiatry Center,25.214007208253385,55.276444868681466,Podiatry
DR JOJI SPECIALISED DENTAL IMPLANTOLOGY CENTER L.L.C,25.23659006536079,55.27696074821528,Implantology
Dr Iqbal Alternative Medical Center,25.23875067456595,55.30522231464103,Homeopathy
Dubai British School(Br Of Taaleem Management L.L.C),25.05566290516314,55.16999839112732,Nursing
Manhattan Tooth Design CO L.L.C,25.26347806855557,55.33201838004459,Dental Lab - Dental Clinical Support
Dr. Du Chinese Medical Centre,25.2598,55.3266,Acupuncture
Lady Bird Nursery,25.20123442637287,55.25216460233112,Nursing
International Academic School,25.186262404658773,55.40384721771553,General Practice
Emirates European Medical Centre,25.1412,55.2034,Chiropractor
Primacare Speciality Clinics Llc Branch,25.258281937182588,55.298289328305046,Gastroenterology
J.S.S International School,25.06614492742817,55.20431927410439,General Practice
Dubai National School(Albarsha),25.10570764053948,55.193490059298654,General Practice
T.C.M Acupuncture Therapy Center,25.11593069888595,55.19496349710612,Acupuncture
Emaar Hospitality Group L.L.C - Company Clinic,25.15301270878422,55.24633289319952,Nursing
Nad Al Sheba Private Club,25.170577,55.150404,Nursing
Doctor Rachida Sabrane Clinic,25.237434472207035,55.27535741483717,Gastroenterology
Bird Nest Acupuncture Therapy Clinic,25.248371791275517,55.30149692721542,Physiotherapy
SHAPE ZOOM HEALTH CENTER L.L.C,25.15870779289413,55.219313744507,Clinical Dietetics and Nutrition
Med Life Clinic,25.2133686542176,55.25829243924802,Obstetrics and Gynecology
Elite Life Medical Centre,25.22815160132768,55.26024300366896,General Dentistry
Trust Medical Laboratory,25.286065162462005,55.3514726194511,Clinical Pathology
Toothsmiths Dental Centre,25.25797471406428,55.30670857993449,General Dentistry
ACCURATE DENTAL LABORATORY L.L.C,25.186532693938524,55.27322413404963,Dental Lab - Dental Clinical Support
COVENT CLINIC LLC,25.185404983045157,55.27427180381223,General Practice
Kae Derma Clinic LLC,25.236366125778517,55.42084260848856,Dermatology
G P Y R FABRICATIO RISORUM DENTAL LABORATORY,25.18057784322329,55.26869509213688,Dental Lab - Dental Clinical Support
n sefi jewellery and piercings FZ LLC,25.188644887128763,55.29733006391642,Nursing
SMILE DESIGN DENTAL LABORATORY LLC,25.29785097998355,55.381436639732485,Dental Lab - Dental Clinical Support
ROSMETIC MEDICAL CENTER,25.21409348306612,55.27811805566913,Dermatology
BIONGEVITY PRECISION HEALTH AND LONGEVITY CLINIC L L C,25.1092221255804,55.18375063631474,General Dentistry
PURE DERMA DERMATOLOGY CLINIC L.L.C,25.10074107867944,55.24234539441576,Dermatology
Virginia Dental Clinic - Nad Alhamar branch,25.188625990436588,55.38525623274537,Endodontics
POLY CLINIC AESTHETIC DERMATOLOGY PLASTIC SURGERY DENTAL LLC - DUBAI BRANCH,25.212953281116867,55.27884301475457,Dermatology
DR SOBCZAK DENTAL CLINIC,25.19787907232048,55.28064286689585,General Dentistry
Starkey Hearing L.L.C - Dubai Branch,25.12515239197401,55.202606842548136,Audiology
Athena Dermatology Clinic L L C,25.096090449967,55.168907158128135,Dermatology
Nucleus Clinic LLC,25.079387335795023,55.13585733558545,General Dentistry
 Adaptive Choice FZ LLC,25.22971567113011,55.32238211152543,Speech Therapy
Al Mankhool Medical Center - PHC,25.246639,55.292316,Family Medicine
MY LONDON SKIN CLINIC,25.14101677432104,55.19055495267788,Family Medicine
LOS ANGELES AESTHETIC MEDICAL L.L.C,25.143416896485856,55.20014139828756,Dermatology
BEST SMILE DENTAL CLINIC (BR OF MATHEW MEDICAL CLINIC L.L.C),25.27127829420632,55.30173512335694,General Dentistry
Cure Aesthetic Dental Clinic,25.184730592943904,55.26052224517928,General Dentistry
OHMC Occupational Medicine Centre,25.185200499505424,55.37284316280608,Occupational Medicine
Solis dental clinic,25.11783756237223,55.39062961935997,General Dentistry
NOA DENTAL CLINIC DMCC,25.07987237361398,55.15248260521677,General Dentistry
11 11 Aesthetic Clinic LLC,25.214449232074667,55.258501899076165,General Practice
Royal Grammar School Guildford,25.03177920151698,55.22921515945151,General Practice
SAUDI GERMAN CLINICS SERENA (BR OF SAUDI GERMAN CLINICS L.L.C(,25.0338144892024,55.29042502110625,Pediatrics
ZOI POLY CLINIC L.L.C,25.201094075742507,55.24160196418352,General Practice
DR REUTER HEALTHCARE LLC,25.16881765991955,55.21528614663036,Orthopedic Surgery
Dubai Electricity and Water Authority Al Ruwaiya ,25.15618107896636,55.49938992788718,Nursing
BLOOM BEYOND ENABLING MENTAL WELLNESS AND REHAB CENTER,25.224643928130728,55.34066248829095,Clinical Psychology
DRYPSKIN POLY CLINIC L.L.C,25.082504464109203,55.1463304077942,General Practice
ORSKIN AESTHETICS CLINIC L L C,25.222032777980427,55.2644426655539,General Practice
TCM ACUPUNCTURE THERAPY CENTER BRANCH,25.114857820475603,55.20250935313103,Physiotherapy
PHYSIOMOVE PHYSIOTHERAPY CENTER,25.188074345881024,55.26577187419583,Physiotherapy
Smart Salem Center,25.200191523542177,55.26396318445975,Nursing
PARAMOUNT MEDICAL CENTER L.L.C,25.16416994824404,55.22306430735127,General Dentistry
DR FATHI OMARA MEDICAL POLYCLINIC DENTAL CLINIC,25.21551119631642,55.37507046019227,General Dentistry
Dynasty Clinic ,25.165928551019324,55.23298504767495,Plastic Surgery
Healthagon Rehabiltation Center L.L.C,25.17739933050005,55.313609205220736,Physiotherapy
Ugarit Medical Center,25.222363544380503,55.44073541071014,Orthodontics
Dentistree Dental Clinic Branch,25.22037865130717,55.43601351795293,General Dentistry
HeartFirst Medical Centre FZ-LLC,25.23171161814025,55.32667925882946,Interventional Cardiology
Cornish arabian aesthetic clinic,25.282259292546577,55.3980784327999,General Dentistry
Somerset Clinic FZ-LLC,25.229434286686,55.32330779938891,Pediatrics
GARDEN GREEN THERAPY CENTER,25.07817784617703,55.14135333049712,Physiotherapy
The French Clinic FZ-LLC,25.23407413515417,55.31923504778442,Pediatric Pulmonology
Vienna dental center FZ LLC,25.233634062628635,55.31814904984861,General Dentistry
Dr. Suad Lutfi Medical Center,25.23183029574392,55.32650830094789,Dermatology
Reset Clinic FZE,25.117522222464657,55.39151772515034,General Practice
The New England Center for Children Clinic,25.23133523041744,55.32585977827382,Applied Behavioral Analyst
Edrees Medical Prosthetic and Orthotic Centre FZ-LLC,25.23113337581147,55.324092112511245,Prosthetics and Orthotics
MEDLAB Analytik Dubai FZ-LLC,25.231703918774823,55.3261523567751,Clinical Pathology
Moorfields Eye Hospital Dubai Pharmacy,25.234715553247888,55.31929837286436,Pharmacy
Dr Sulaiman Al Habib Hospital Pharmacy FZ-LLC,25.23275680194745,55.32127152120026,Pharmacy
Dr Sulaiman Al Habib Hospital FZ-LLC,25.23188235604996,55.32681905069269,Physiotherapy
The Carbone Clinic FZ-LLC,25.23095250854823,55.32420503552597,Psychologist
NYLE SKIN MEDICAL CENTER LLC,25.232541888582848,55.43478892895912,General Practice
DowntownClinic,25.19356913943968,55.27701326285872,Orthodontics
Cosmo Health Medical Center  L L C BRANCH,25.082617378817016,55.144730061344006,General Dentistry
Insights Psychology DMCC,25.06323502401361,55.1379572321243,Speech Therapy
Glasgow Medical Center ,25.21323247193535,55.25870541189757,Orthodontics
Dr Nutrition Center Llc Dubai Branch Showmax,25.09952173797687,55.20465523187448,Clinical Dietetics and Nutrition
Le Gardin Enchante Nursery,25.128674064010777,55.20364641420204,Nursing
Silkor Laser Hair Removal Branch,25.22391583329829,55.42488536081793,Dermatology
Building Blocks Nursery,25.04581755495169,55.2353816852488,Nursing
The Indian International School(Dso Branch),25.114746121428897,55.37489407268957,General Practice
Dubai club for people of determination ,25.27802716733361,55.36395529868096,Physiotherapy
Dentaline FZ LLC ,25.10292523804521,55.16396081795642,Prosthodontics
Aestheticon JLT,25.07780766212844,55.15293172090652,Plastic Surgery
The Indian Academy,25.170577,55.150404,General Practice
Qualident Dental Labor,25.228496708605803,55.26113514820246,Dental Lab - Dental Clinical Support
Kiddy Planet Early Learning Center,25.13472810453193,55.19691496264372,Nursing
Port Dubai Nursery,25.25532545593773,55.28397927282168,Nursing
Mapletree Psychotherapy Center LLC ,25.09942243690404,55.17726676008433,Clinical Psychology
Dermaline Cosmetic Skin And Laser Center,25.195049839117743,55.2449347917505,Dermatology
Riva Laser Medical Center LLC,25.287855731628436,55.3654636389677,General Practice
J W Marriott Marquis Hotel,25.18594151889057,55.257979594636495,Nursing
M A G Health Clinic,25.107730781515947,55.1819638495906,General Dentistry
Springdales School LLC,25.149621868956427,55.253108344038594,General Practice
BeSix Construct - Company Clinic,25.126658915565468,55.222524097240736,Nursing
Gems New Millennium School Alkhail,25.12357930249865,55.25749020045812,General Practice
Dha-Dubai Diabetes Center,25.239879977750817,55.27257849631405,Endocrinology
Step By Step Nursery,25.025345720374048,55.28311637235366,Nursing
Dha-Blood Donation Center,25.22470488681013,55.31823051167216,Clinical Pathology
Mosaic Nursery,25.170577,55.150404,Nursing
The Developing Child Centre LLC,25.15532934109229,55.211056144959485,Occupational Therapy
Medcare Hospital Pharmacy,25.183303953546897,55.24278285927133,Pharmacy
Gems International School Al Khail LLC,25.1222450425266,55.25545345295885,Nursing
Great Minds Early Childhood Center,25.19791586729503,55.25310478096096,Speech Therapy
Alzahra Hospital Pharmacy,25.10606467747409,55.1809497203576,Pharmacy
Emirates Hospital Pharmacy,25.196829588716405,55.23703881669439,Pharmacy
Sofitel The Palm - Hotel,25.139770682103293,55.13260129704019,Nursing
Mediclinic Al Sufouh Pharmacy,25.1011398957058,55.160852296875525,Pharmacy
Kuur Physiotherapy Center LLC,25.10792263785853,55.1785817184068,Physiotherapy
Mediclinic Welcare Hospital Pharmacy,25.249990850381145,55.33814874126635,Pharmacy
BODYSMART POLYCLINIC L. L .C,25.231814392461487,55.26150543422537,General Surgery
Chubby Cheeks Nursery - Branch ,25.24106318693906,55.28951647920007,Nursing
Acacia Medical Centre,25.213768020886977,55.25849436118015,Urology
The Hundred Wellness Center,25.2209386355835,55.25924056813481,Chiropractor
Prime Hospital Pharmacy L.L.C,25.249632864663965,55.34551942861183,Pharmacy
Learning Tree Nursery,25.191515986831103,55.26752636773071,Nursing
Vasan Eye Care Pharmacy,25.240017378231897,55.30580878575631,Pharmacy
WOODLEM PARK SCHOOL LLC,25.282218604671744,55.37006660282529,Nursing
Fattan Dental Clinic L.L.C.,25.209029070014378,55.27280026683263,Dermatology
British Orchard Dso,25.11659862010285,55.39039777596983,Nursing
Green Grass Nursery,25.20862219126013,55.25092632028128,Nursing
Monroes Nursery,25.0819462604702,55.140492405796365,Nursing
Kinderville Early Learning Centre,25.23350901584452,55.32570157337646,Nursing
Kings School Nad Al Sheba,25.149975466547097,55.381775699557735,Nursing
Armenian Dental Lab Dmcc,25.069171809118224,55.13852903387916,Dental Lab - Dental Clinical Support
Charismatic Dental Laboratory,25.18802825099704,55.2704118779955,Dental Lab - Dental Clinical Support
Desert Landscape Co LLC - Company Clinic,24.99894735926549,55.1446879923252,Nursing
Kings Al Barsha School,25.08291904351216,55.25256978353043,Nursing
Smile Dental Clinic LLC,25.21710986408017,55.41822331546288,General Dentistry
M O E Therapy Center,25.11432797445328,55.20225082362475,Physiotherapy
Shine And Smile Dental Clinic LLC,25.11638194927917,55.20608629179368,General Dentistry
Lavie Clinic L L C,25.14416250868248,55.207907902128255,Cardiology
Dewa Alqouz Branch,25.154765954816707,55.23227569847522,Nursing
Canadian Wellness Centre LLC,25.14343371237318,55.2211064206777,Chiropractor
Slim And Lite Weight Control Services,25.177269122534213,55.24511943657236,Clinical Dietetics and Nutrition
Acu House L L C,25.221972276625,55.26448462201875,Physiotherapy
OSRATY FOR PHYSIO & REHAB L.L.C,25.236671486019915,55.421605090189885,Physiotherapy
Dubai British School Jumeirah Park Br Of Taaleem,25.044329016923363,55.15729822782459,Nursing
Taiy Pradit Physical Medicine And Rehabilitation Center L L C,25.170836581095045,55.22544705364315,Physiotherapy
Diamond Dental Lab,25.283713390555505,55.35575240071133,Dental Lab - Dental Clinical Support
The Dental Boutique Dmcc,25.064175585444197,55.13805905982845,General Dentistry
Biohealth Diagnostic Center,25.23821705354447,55.30474673826161,Clinical Pathology
ESTETICA DENTAL LABORATORY DMCC,25.06443850714806,55.13825019751496,Dental Lab - Dental Clinical Support
First Steps Nursery Montessori,25.13989296606648,55.19273817047143,Nursing
Emotion Dental Laboratory,25.27683353151707,55.34826551781049,Dental Lab - Dental Clinical Support
Al Manal Nursery,25.23909385014688,55.36708091912152,Nursing
Clover Medical Centre L L C Branch,25.297247589316207,55.38263165659001,Orthodontics
Dewa Warsan,25.146993389000745,55.43292463654373,Nursing
Up And Running Rehabilitation Center L L C,25.08501515036492,55.159145031780085,Physiotherapy
Aesthetic Dermal Medical Centre LLC,25.23227174831984,55.43297472632523,Dermatology
Clearminds Center For Emotional Health,25.0642538024346,55.138358138553,Clinical Psychology
GALINUS CENTER FOR PHYSIOTHERAPY AND REHABILITATION,25.25630244208361,55.41235133301187,Physiotherapy
Plato Chiropractic Health Clinic,25.0456846598769,55.23562182677466,Chiropractor
Bright Start Beach Resort LLC,25.20216302688557,55.24005725635338,Nursing
Medcare Women And Childrens Hospital Pharmacy Br Of Medcare Hospital L L C,25.161033146496028,55.23070594259768,Pharmacy
Truelase Beauty Clinic,25.222540551511077,55.44099839721486,General Practice
Future Intl Nursery Est Est,25.200969683355844,55.41388733807061,Speech Therapy
Palmyra Dental Clinic Dmcc,25.07925928664048,55.149858935307165,General Dentistry
Home Grown Childrens Nursery Branch,25.15375433957684,55.2220165730037,Nursing
Jumairah International Nursery-Branch,25.04734331270966,55.19321245323725,Nursing
Nova Plastic Surgery Clinic,25.142677205579737,55.2067199721417,General Practice
The Healers Clinic LLC,25.201143147447333,55.24916136642475,Homeopathy
Rona Mahmoud Rabah Beauty Clinic L.L.C,25.18534356888657,55.26512404684051,General Dentistry
LUXE AESTHETICS MEDICAL CLINIC L.L.C,25.20705911018089,55.25408708069546,Dermatology
MINI MIRACLES NURSERY ,25.17301625609933,55.23241042034813,Nursing
PODRUZHKI MEDICAL CENTER LLC,25.23059204736113,55.26257129354513,Plastic Surgery
Royal Dental Clinic,25.17324674876889,55.40366867562328,General Dentistry
Dr Inas Nutrition Center Branch,25.106262126249515,55.199441122894825,Clinical Dietetics and Nutrition
ALWASL UNIVERSITY,25.250898418040247,55.30877941293205,General Practice
The Practice Poly Clinic L.L.C.,25.186024167726213,55.27455450114155,General Dentistry
Fly Dubai Clinic,25.145834555421377,55.472110411150894,Clinical Psychology
Masterminds Early Learning Center,25.14082478207841,55.19389382650965,Nursing
The Elixir Poly Clinic L.L.C,25.16891364433688,55.21571566397626,General Practice
Jebel Ali Village Nursery Branch 2,25.044238795435948,55.24162158673916,Nursing
Chubby Cheeks Nursery Branch,25.24679172382524,55.30839137313908,Nursing
Natural Healing Medical Center,25.12891729364649,55.19597525713517,Acupuncture
KEVORK DENTAL LAB DMCC,25.079468233599886,55.15270214753024,Dental Lab - Dental Clinical Support
Al Barsha Therapy Center,25.115294576585967,55.19600260209299,Physiotherapy
Araks Dental Clinic Dmcc,25.072133028485847,55.14267982150102,General Dentistry
Bright Riders School Owned By Alia Abdulla Al Mazrouei One Person Company LLC,24.999610238803808,55.17334470389195,Nursing
Health And Happiness Dmcc,25.071871844311648,55.14167847830059,Chiropractor
Blue Velvet Medical Centre LLC,25.232957730541443,55.432039437596366,Dermatology
Sbf Physical Medicine And Rehabilitation Center Ll,25.13979565762443,55.219482859855134,Physiotherapy
The Wonder Years Nursery Branch,25.004328978271225,55.245056161708426,Nursing
Maple Bear Nursery ,25.16810852823779,55.23676093473458,Nursing
Little Diamond Nursery,25.255310117857157,55.30003829799353,Nursing
Dubai Petroleum Establishment Clinic,25.209976699309795,55.26461976199718,Internal Medicine
Mathur Dental and Orthodontic Clinic,25.256124730863373,55.30025481446551,Prosthodontics
Dr. Mahaveer Mehta Medical Center,25.268190050010585,55.31837401760041,Dermatology
Middle East Dental Laboratory,25.22289052052504,55.28242248629723,Dental Lab - Dental Clinical Support
Dubai Drydocks Clinic -Company Clinic,25.2457,55.2729,General Practice
BECLINIQUE GENERAL DENTAL CLINIC,25.185287943180743,55.26489029459628,General Dentistry
Cosmesurge Clinics LLC,25.22616654042888,55.28333051541551,Dermatology
Dr Simin Medical Center,25.218969485160848,55.25385061643198,Dermatology
Gravity Plus Dental Lab,25.2209114184434,55.28121321413206,Dental Lab - Dental Clinical Support
M S B Private School,25.291121453070357,55.37828911101015,General Practice
Al Sadiq Islamic English School,25.265861554541285,55.38524628704658,General Practice
Al Maaref Private School,25.28713263107956,55.36645730031223,Nursing
Al Ittihad Pvt. School Clinic,25.29917392591249,55.34391039767903,General Practice
ALMAWAKEB SCHOOL ALBARSHA,25.10441647658847,55.2014344474823,General Practice
Al Diyafah High School,25.29004430173897,55.37505809184685,General Practice
Dubai College,25.110422414750893,55.16997853299153,Nursing
Gulf Indian High School,25.23697385566797,55.34980648202389,General Practice
Horizon English School,25.19016970595081,55.24959967240094,Family Medicine
Jumeirah English Speaking School,25.18014706673583,55.24366342467744,Nursing
GEMS LEGACY SCHOOL (BR GEMS WELLINGTON  ACADEMY) DUBAI BRANCH,25.249172626086743,55.33960738224474,General Practice
JEBEL ALI SCHOOL -BR OF TAALEEM MANAGEMENT L.L.C,25.01066858882551,55.25545408023079,Nursing
The International School Of Choueifat Clinic,25.1071,55.172,General Practice
Gems Modern Academy,25.15323926743645,55.37568335528631,General Practice
The School Of Research Science,25.20156020005062,55.43935684048604,General Practice
New Dubai Nursery,25.240989419137044,55.28106079404087,Nursing
United International Pvt. School,25.27766915033353,55.408374261255055,Nursing
Pristine Pvt. School,25.293236883785184,55.37482777532106,General Practice
Grammar School,25.23592917716618,55.352320130966,General Practice
The Millenium School,25.285772963055525,55.36775797094958,General Practice
Gems Our Own English High School,25.19360301442276,55.42629293353448,General Practice
The Central School,25.29168923316285,55.37583353127139,General Practice
Tiny Tots Nursery,25.284665836976178,55.32955010426727,Nursing
St. Mary Catholic High School,25.241018970860825,55.318183534092654,General Practice
Jebel Ali Village Nursery,25.024737308713288,55.1528952660912,Nursing
Wade Adams Contracting LLC - Company Clinic,25.004685508254717,55.10130885792726,Nursing
Freiburg Medical Laboratory Middle East,25.2522,55.3033,Clinical Pathology
Alphabet Street Nursery,25.151393346130817,55.217693737609984,Nursing
Jumairah International Nursery,25.0879224099847,55.17399631330179,Nursing
Dr. Hebah Shata Specialized Dental Clinic,25.2553354826561,55.32984893318134,Prosthodontics
Cps Clinical Pathology Services,25.1055,55.2293,Clinical Pathology
Dr Amina Alamiri Clinic,25.222047279982757,55.258936252709226,Dermatology
Blue Dental Clinic,25.1694,55.216,General Dentistry
INTEL LAB L.L.C,25.26215878143823,55.3275046426775,Clinical Pathology
Rex Medical Centre,25.2145,55.2762,Endodontics
Abelaand Co. Traning and Consultation,25.18770903885641,55.27066767526144,Clinical Dietetics and Nutrition
Ilham Dental Clinic,25.08208700554749,55.14649735651671,Orthodontics
Kaya Skin Care Clinic,25.096793319692875,55.18116009032443,Dermatology
Dar Al Rokham LLC - Company Clinic,25.00129898561297,55.13248592908329,Nursing
Chiropody Center,25.1504,55.1992,Podiatry
Girl Talk Beauty Centre,25.229556613648104,55.26241926024587,Nursing
Salah Medical Clinic,25.2622133641768,55.31898466280375,General Dentistry
AL MURAQABAT MEDICAL CENTRE L.L.C,25.264431378895964,55.32948644996259,Oral and Maxillofacial Surgery
Bin Hayat New Medical Centre,25.26408689572261,55.329291259241664,Pediatrics
Zack Medical Center,25.19338422614068,55.26001625855704,Dermatology
Alpha Dental Laboratory,25.2622062340614,55.32720845197824,Dental Lab - Dental Clinical Support
Kaya Skin Care Clinic(Branch),25.215238300604724,55.25096162634194,Dermatology
Safa British School,25.178425004729235,55.24305196484108,General Practice
Al Diyafa Medical Diagnostic Center,25.23445781181081,55.27003625550908,Clinical Pathology
Move Freely Physiotherapy Center,25.24223733369596,55.34148993986192,Physiotherapy
Kottakkal Ayurvedic Medical Center LLC,25.27675263252894,55.31362468683373,Ayurvedic Medicine
Star International School,25.170577,55.150404,Nursing
515 Medical & Training Clinic,25.146865798183853,55.210122903860366,Dermatology
Gems Royal Dubai School Br of GEMS WELLINGTON ACADEMY FZE - DUBAI BRANCH,25.238066059560737,55.43860461568035,General Practice
Vlcc International(L.L.C)Spinneys,25.170577,55.150404,General Practice
Invisalign Center LLC,25.156853296817424,55.20535477442221,Orthodontics
Universal American School-Dubai Festival City,25.22050706206376,55.36687882622272,General Practice
First Medical Center,25.26440842572435,55.32861935190992,Family Medicine
Eternel Poly Clinic,25.223402213328725,55.256981262988646,Dermatology
Danial Dental Clinic,25.2603,55.3206,Endodontics
Grosvenor House - Company Clinic,25.085523431349024,55.14431870086216,Nursing
Star Metropolis Clinical Laboratoriesand Health Services Middle East,25.257758428191742,55.29861728942453,Clinical Pathology
Kids First Medical Center,25.1306,55.1976,Occupational Therapy
Modern Skills School,25.244886960766884,55.41603900674109,General Practice
Dr Nutrition Center(L.L.C),25.2381,55.2729,Clinical Dietetics and Nutrition
HARMONY MEDICAL CENTER L.L.C,25.180099960440007,55.22402244625168,Oral and Maxillofacial Surgery
Amana Steel Buildings Contracting(L.L.C) - Company Clinic,25.13405053878681,55.23199195978719,Physical Medicine and Rehabilitation
Jumeirah English Speaking School(Al Marabaa Al Rabaia),25.05732039409285,55.27291224503615,Family Medicine
Vlcc International - Mirdif Branch,25.208572965606887,55.37588020891624,Dermatology
Express Dental Lab,25.2441541815495,55.27705930713325,Dental Lab - Dental Clinical Support
Vlcc International(L.L.C)Al Qussais(Br),25.28669090478241,55.39070731965395,Dermatology
NEUBERG DIAGNOSTICS MIDDLE EAST LLC,25.24103130167532,55.30862671582602,Clinical Pathology
